txn_id,scenario_id,date,counterparty,amount_usd,category,party,scope,excluded,exclusion_reason,origin,confidence
TXN-P10-0008,P10,2025-01-13,Bridgeport Office Supplies (Semey base),-266501.58,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P3-0041,P3,2025-01-13,Dunmore Utility Inc,1064153.42,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P4-0013,P4,2025-01-14,Cedarville Uniforms Solutions,-6073547.09,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P7-0026,P7,2025-01-16,Juniper Landscaping LLC (Aktobe hub),-824986.91,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P3-0023,P3,2025-01-17,Ashford Cleaning Services LLP (Almaty office),-10504386.24,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-P8-0012,P8,2025-01-17,Sentinel Insurance Group (Aktobe hub),2667830.89,interest,,borrower,0,,шаг 10: interest,1.00
TXN-B4-0016,B4,2025-01-20,Ironwood Power Trust (Ekibastuz block B),-10042101.92,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P5-0026,P5,2025-01-21,Bridgeport Supply LP,1481878.83,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P4-0018,P4,2025-01-22,Juniper Uniforms Co LLP,-2356896.70,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P4-0038,P4,2025-01-22,Kingsley Water Works Solutions (Taraz site),459637.57,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P5-0007,P5,2025-01-22,Bridgeport Janitorial Solutions (Ekibastuz block B),1571727.86,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P9-0015,P9,2025-01-25,Cedarville Janitorial Holdings Group,-2357671.23,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-B1-0046,B1,2025-01-26,Hartley Landscaping Ltd JSC (Pavlodar block),-462598.24,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P4-0029,P4,2025-01-26,Glenwood Uniforms Group (Kostanay centre),-2540625.50,lease,,borrower,0,,шаг 10: lease,1.00
TXN-B1-0049,B1,2025-01-28,Glenwood Telecom Corp (Kyzylorda station),-6840662.36,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P1-0037,P1,2025-01-28,Ashford Property Co (Taraz site),-6453942.70,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P6-0045,P6,2025-01-28,Kingsley Water Works Solutions,-466225.78,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-B1-0054,B1,2025-01-29,Hartley Catering LP Supply,-1099515.55,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P1-0026,P1,2025-01-29,Foxridge Stationery (Zhezkazgan compound),-1585834.81,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P10-0038,P10,2025-01-29,Cedarville Printing Services (Ekibastuz block B),-1214344.92,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P2-0019,P2,2025-01-30,Eastgate Office Supplies Solutions,-1143345.59,interest,,borrower,0,,шаг 10: interest,1.00
TXN-B1-0015,B1,2025-01-31,Bridgeport Office Supplies LLP (Semey base),-6029826.75,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P3-0045,P3,2025-01-31,Cedarville Leasing (Karaganda yard),-5075771.04,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P4-0031,P4,2025-02-02,Eastgate Office Supplies Solutions Partners,-716503.49,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P6-0033,P6,2025-02-02,Foxridge Property Associates,6005234.90,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P8-0004,P8,2025-02-02,Trident Power Cooperative (Uralsk annex),-520395.97,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P9-0023,P9,2025-02-02,Ironwood Cleaning LLC Works (Karaganda yard),-7888458.51,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P7-0009,P7,2025-02-03,Juniper Building Services Partners (Kyzylorda station),10314274.31,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P6-0009,P6,2025-02-04,Cascade Water Utility Works (Pavlodar block),-667823.42,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P3-0032,P3,2025-02-05,Eastgate Courier Partners (Atyrau terminal),-2846486.78,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P10-0030,P10,2025-02-06,Hartley Supply Works,-1587631.97,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P10-0060,P10,2025-02-06,Summit Telecom Group (Kostanay centre),625992.10,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P8-0005,P8,2025-02-06,Kyzylorda Drilling Personnel LLP,-2418663.27,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-P3-0040,P3,2025-02-07,Eastgate Courier Partners Enterprise,-366905.32,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-P10-0023,P10,2025-02-08,Bridgeport Waste Systems Ltd (Oskemen unit),-268827.27,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P4-0030,P4,2025-02-08,Bridgeport Utility Co,-258858.22,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P6-0013,P6,2025-02-08,Glenwood Waste Systems Trust (Kyzylorda station),-373627.82,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P6-0052,P6,2025-02-08,Hartley Maintenance Partners,-6295425.94,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P9-0022,P9,2025-02-09,Bridgeport Realty Inc Group (Karaganda yard),-7594649.55,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P5-0046,P5,2025-02-10,Ashford Tax Advisory Holdings Company,-9119061.31,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P2-0030,P2,2025-02-11,Dunmore Uniforms Holdings,-1054367.22,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P4-0039,P4,2025-02-11,Glenwood Water Works LLC (Atyrau terminal),2013671.07,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P5-0016,P5,2025-02-11,Ural Turbine Works LLP,-1703882.44,capex,,borrower,0,,шаг 10: capex,1.00
TXN-P6-0023,P6,2025-02-11,Foxridge Insurance Co (Zhezkazgan compound),-4274468.38,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P10-0053,P10,2025-02-12,Juniper Landscaping LLC (Zhezkazgan compound),-2801359.37,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P2-0008,P2,2025-02-12,Bridgeport Tax Advisory Services Supply,-351195.46,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-B1-0042,B1,2025-02-13,Kingsley Power Holdings,-221738.10,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P5-0051,P5,2025-02-14,Eastgate Facilities Trust (Taraz site),-1072861.80,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P6-0036,P6,2025-02-14,Hartley Printing Co,-1119866.56,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P9-0021,P9,2025-02-14,Bridgeport Uniforms Trust Works,-673095.49,lease,,borrower,0,,шаг 10: lease,1.00
TXN-B1-0031,B1,2025-02-15,Juniper Payroll Associates (Shymkent depot),-1463827.85,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P8-0024,P8,2025-02-15,Granger Utilities Holding,-5908411.58,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P10-0013,P10,2025-02-16,Ironwood Stationery Solutions JSC (Kyzylorda station),-3277880.53,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P2-0037,P2,2025-02-16,Trident Power Cooperative (Taraz site),5814535.19,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P3-0007,P3,2025-02-16,Eastgate Utility LLC (Semey base),-3024115.38,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P10-0011,P10,2025-02-17,Eurasia Insurance Company JSC,-248663.19,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P7-0024,P7,2025-02-17,Kingsley Power Holdings (Pavlodar block),7470397.90,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P9-0039,P9,2025-02-17,Eastgate Stationery LLC (Karaganda yard),-437402.03,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P9-0049,P9,2025-02-17,Foxridge Maintenance Holdings (Atyrau terminal),-4128626.07,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P1-0041,P1,2025-02-18,Hartley Catering LP (Kostanay centre),-315103.30,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-B1-0022,B1,2025-02-19,Foxridge Facilities Solutions,832732.80,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P2-0028,P2,2025-02-19,Development Bank of Kazakhstan JSC,4882117.46,financing_inflow,,borrower,0,,шаг 10: financing_inflow,1.00
TXN-P4-0034,P4,2025-02-19,Ironwood Office Supplies Group,-507883.52,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P5-0019,P5,2025-02-19,Hartley Courier Corp,-377075.55,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-P6-0053,P6,2025-02-19,Crown City Water Board (Astana branch),-6391398.14,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P8-0002,P8,2025-02-19,Ashford Utility Corp (Aktobe hub),-472953.75,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-B1-0002,B1,2025-02-20,Initech Software Licenses,7123935.64,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P6-0027,P6,2025-02-20,Glenwood Catering Group (Semey base),-7193523.88,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P9-0031,P9,2025-02-20,Glenwood Janitorial LP,-7227726.32,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P5-0003,P5,2025-02-22,Ironwood Printing Ltd,-3604100.77,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P9-0016,P9,2025-02-22,Bridgeport Insurance Partners Works,-1187685.09,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P5-0043,P5,2025-02-24,Glenwood Insurance Ltd Ltd,-10114207.63,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-P6-0022,P6,2025-02-24,Ural Grinding Works LLP,-1482663.28,capex,,borrower,0,,шаг 10: capex,1.00
TXN-B1-0011,B1,2025-02-25,Cedarville Leasing (Kostanay centre),1888842.15,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P10-0037,P10,2025-02-25,Juniper Property Services Group,-301167.04,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P2-0056,P2,2025-02-25,Cedarville Waste Systems Inc (Atyrau terminal),485636.32,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P7-0025,P7,2025-02-26,Juniper Payroll Associates,647074.31,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-P1-0025,P1,2025-02-27,Harborview Properties (Turkistan point),-214382.05,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P1-0050,P1,2025-02-27,Bridgeport Water Works LP,-10611759.48,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-B1-0006,B1,2025-02-28,Eastgate Cleaning Corp Enterprise,-2819887.45,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-B1-0040,B1,2025-02-28,Ironwood Supply Associates (Turkistan point),-274731.84,lease,,borrower,0,,шаг 10: lease,1.00
TXN-B4-0004,B4,2025-03-01,Bridgeport Uniforms Trust (Kostanay centre),-6446696.54,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-B4-0022,B4,2025-03-01,Vanguard Payroll Co (Pavlodar block),-7223836.57,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-B4-0029,B4,2025-03-01,Dunmore Waste Systems LLC Works (Zhezkazgan compound),177288.48,lease,,borrower,0,,шаг 10: lease,1.00
TXN-B4-0036,B4,2025-03-01,Hartley Courier Corp Ltd,-8526280.28,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-B4-0057,B4,2025-03-01,Juniper Office Supplies LP (Semey base),-400286.74,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P8-0050,P8,2025-03-02,Bridgeport Facilities LLC (Kostanay centre),-6295087.15,interest,,borrower,0,,шаг 10: interest,1.00
TXN-B1-0021,B1,2025-03-03,Eastgate Office Supplies Solutions (Uralsk annex),-1292105.71,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-B1-0041,B1,2025-03-03,Ironwood Realty Services (Karaganda yard),-544568.74,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P1-0052,P1,2025-03-03,Bridgeport Courier Solutions (Astana branch),-379368.05,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-B1-0036,B1,2025-03-04,Glenwood Consulting Inc,275823.54,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P4-0036,P4,2025-03-04,Dunmore Janitorial Services Service Centre,-476301.74,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P6-0003,P6,2025-03-04,Hartley Power Associates,-495164.18,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P7-0028,P7,2025-03-04,Eastgate Facilities Trust Ltd,-515506.87,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P1-0014,P1,2025-03-05,Aktau Terminal Properties LLP,-918443.27,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P7-0034,P7,2025-03-05,Juniper Cleaning (Taraz site),-275069.81,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-P2-0021,P2,2025-03-06,Ironwood Stationery Solutions (Uralsk annex),-11913971.27,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P4-0007,P4,2025-03-06,Ashford Property Co (Almaty office),2325457.12,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P6-0004,P6,2025-03-06,Taraz Cement Personnel LLP,-1482663.19,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-P7-0055,P7,2025-03-06,Dunmore Courier Services LLP,-2773434.34,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P3-0051,P3,2025-03-07,Bridgeport Janitorial Solutions (Aktobe hub),-10938732.68,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-P5-0022,P5,2025-03-07,Statewide Tax Authority (Semey base),13837909.93,lease,,borrower,0,,шаг 10: lease,1.00
TXN-B1-0001,B1,2025-03-08,Bridgeport Property Ltd Service Centre,1656712.15,revenue,,borrower,0,,шаг 10: revenue,1.00
TXN-P1-0028,P1,2025-03-08,Eastgate Utility LLC Group,3575522.74,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P1-0047,P1,2025-03-08,Ironwood Stationery Solutions Trading House,-2697744.03,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P2-0055,P2,2025-03-08,Bridgeport Office Supplies,7382549.74,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P3-0035,P3,2025-03-09,Foxridge Supply Inc Enterprise,-193979.88,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P2-0002,P2,2025-03-10,Bridgeport Security Associates Enterprise,-421881.82,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P8-0038,P8,2025-03-11,Ironwood Payroll (Almaty office),3505589.65,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P10-0021,P10,2025-03-12,Saryarka Terminal Properties LLP,-1204663.28,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P1-0022,P1,2025-03-13,Juniper Printing Inc Supply (Turkistan point),-593594.68,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-B1-0017,B1,2025-03-14,Juniper Power Solutions,4465117.37,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-B4-0011,B4,2025-03-14,Eastgate Consulting Co (Oskemen unit),-103731.12,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P1-0038,P1,2025-03-14,Bridgeport Office Supplies (Uralsk annex),7831364.09,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P6-0012,P6,2025-03-14,Kingsley Insurance Associates Holding,-574236.97,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P7-0007,P7,2025-03-15,Lakeshore Insurance Brokers Company,-483665.07,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P1-0020,P1,2025-03-17,Bridgeport Payroll Group (Almaty office),3066637.42,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-P3-0002,P3,2025-03-18,Development Bank of Kazakhstan JSC,5442118.93,financing_inflow,,borrower,0,,шаг 10: financing_inflow,1.00
TXN-P7-0048,P7,2025-03-18,Dunmore Insurance LP,-156386.63,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P4-0053,P4,2025-03-19,Ural Conveyor Works LLP,-1652704.31,capex,,borrower,0,,шаг 10: capex,1.00
TXN-P7-0040,P7,2025-03-19,Halcyon Facilities Group (Taraz site),1979183.84,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-B4-0030,B4,2025-03-20,Shymkent Fuel Distributors LLP,2048994.35,revenue,related,borrower,0,,шаг 10: revenue; связанная сторона (Shymkent Fuel Distributors LLP),1.00
TXN-P2-0039,P2,2025-03-20,Cedarville Courier Holdings Supply,803966.93,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P6-0047,P6,2025-03-20,Glenwood Catering Group (Turkistan point),124433.76,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P8-0020,P8,2025-03-21,Foxridge Realty Trust (Shymkent depot),1885336.06,interest,,borrower,0,,шаг 10: interest,1.00
TXN-B1-0013,B1,2025-03-22,Ashford Printing Solutions (Kyzylorda station),-438406.28,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P6-0026,P6,2025-03-22,Maple Grove Telecom (Zhezkazgan compound),303758.54,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P3-0042,P3,2025-03-23,Bridgeport Courier Solutions (Kostanay centre),-1150561.42,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P4-0015,P4,2025-03-24,Oakmont Property Management,1113342.05,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P2-0022,P2,2025-03-25,Dunmore Tax Advisory Group JSC (Karaganda yard),2083129.43,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P8-0013,P8,2025-03-25,Bridgeport Uniforms Trust (Kostanay centre),3031930.94,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P7-0031,P7,2025-03-27,Atyrau Pump Station Services LLP,-6418003.77,opex,,borrower,0,,шаг 10: opex,1.00
TXN-P1-0006,P1,2025-03-28,Cedarville Utility Ltd,3045764.68,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P5-0011,P5,2025-03-28,Ironwood Office Supplies Group (Kyzylorda station),-2275280.58,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P7-0002,P7,2025-03-31,Oakmont Property Management (Ekibastuz block B),3450194.70,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P10-0059,P10,2025-04-01,Glenwood Janitorial LP (Oskemen unit),-7141284.38,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P6-0008,P6,2025-04-01,Juniper Uniforms Co Company,168948.43,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P8-0023,P8,2025-04-01,Juniper Landscaping LLC Service Centre,1670416.50,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P2-0033,P2,2025-04-02,Eastgate Stationery LLC Enterprise,-2212134.41,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P9-0012,P9,2025-04-02,Kazakhmys Smelting JSC,8442118.53,revenue,,borrower,0,,шаг 10: revenue,1.00
TXN-B4-0035,B4,2025-04-03,Eastgate Landscaping LP Works (Aktobe hub),-4095362.14,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-P1-0049,P1,2025-04-03,Eastgate Power Inc (Atyrau terminal),336187.63,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P3-0039,P3,2025-04-04,Cedarville Utility Ltd Enterprise (Semey base),-421727.66,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P4-0050,P4,2025-04-04,Kingsley Utility Services Supply,-256282.03,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-P1-0034,P1,2025-04-05,Foxridge Catering Partners (Kostanay centre),-798220.24,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P9-0018,P9,2025-04-05,Trident Power Cooperative JSC (Karaganda yard),769698.08,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P1-0009,P1,2025-04-06,Juniper Telecom Inc Trading House (Karaganda yard),5085393.95,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-P10-0001,P10,2025-04-06,Dunmore Stationery Inc (Zhezkazgan compound),9427346.24,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P10-0018,P10,2025-04-06,Ashford Realty Ltd (Taraz site),-8250780.17,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P9-0014,P9,2025-04-06,Ironwood Janitorial Co Company,1658141.07,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P9-0028,P9,2025-04-06,Hartley Consulting LLC,-1737553.39,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P9-0054,P9,2025-04-06,Eastgate Security Holdings (Atyrau terminal),-5269798.67,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-P1-0015,P1,2025-04-08,Ironwood Telecom Ltd,-1648814.64,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P10-0042,P10,2025-04-08,Hartley Property Solutions (Uralsk annex),-7753648.35,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P3-0003,P3,2025-04-08,Ashford Leasing Inc Service Centre (Semey base),-2169716.95,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-P3-0055,P3,2025-04-08,Cedarville Power Co,-581776.66,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P4-0054,P4,2025-04-08,Aktobe Elevator Services LLP,-4431662.19,opex,,borrower,0,,шаг 10: opex,1.00
TXN-P7-0038,P7,2025-04-08,Summit Telecom Group Company,-6898199.03,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-P10-0020,P10,2025-04-09,Karaganda Terminal Personnel LLP,-1204118.53,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-P10-0034,P10,2025-04-09,Ashford Utility Corp (Shymkent depot),-1089287.71,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P4-0010,P4,2025-04-09,Hartley Landscaping Ltd,-5441959.99,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P1-0003,P1,2025-04-11,Ashford Supply Group Company,-237578.58,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P1-0054,P1,2025-04-11,Ironwood Insurance LLC (Semey base),-9798966.39,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-B4-0044,B4,2025-04-12,Ashford Uniforms Associates,-1443998.23,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P10-0024,P10,2025-04-12,Cedarville Waste Systems Inc Partners (Karaganda yard),-554670.12,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P10-0036,P10,2025-04-12,Kingsley Tax Advisory,-14351927.14,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P2-0035,P2,2025-04-12,Cedarville Landscaping Partners (Karaganda yard),-2241407.97,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P4-0055,P4,2025-04-12,Glenwood Catering Group,-130150.18,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P8-0008,P8,2025-04-12,Bridgeport Power Corp (Taraz site),-14664945.37,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P8-0055,P8,2025-04-12,Juniper Logistics Solutions JSC (Karaganda yard),-412328.26,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P9-0013,P9,2025-04-14,Foxridge Cleaning Co (Taraz site),1159582.85,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P1-0055,P1,2025-04-15,Ashford Supply Group Company,-9623763.90,marketing,,borrower,0,,шаг 10: marketing,1.00
